file_nm,title,file_url,video_length,age_group,strength,muscularEndurance,cardiovascularEndurance,flexibility,agility,power,equipment
0AUDLJ08S_00545.mp4,짐볼에 다리올리고 엉덩이 들어올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00545.mp4,68,공통,1.0,0.0,0.0,0.0,0.0,0.0,['짐볼']
0AUDLJ08S_00546.mp4,네발기기 자세로 팔 다리 들기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00546.mp4,70,공통,1.0,0.0,0.0,0.0,0.0,0.0,['매트']
0AUDLJ08S_00547.mp4,엎드려서 팔 다리 들기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00547.mp4,91,공통,1.0,0.0,0.0,0.0,0.0,0.0,['매트']
0AUDLJ08S_00548.mp4,네발기기 자세에서 손바닥으로 바닥밀기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00548.mp4,57,공통,1.0,0.0,0.0,0.0,0.0,0.0,['매트']
0AUDLJ08S_00549.mp4,짐볼에 엎드려서 팔 다리 들기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00549.mp4,69,공통,1.0,0.0,0.0,0.0,0.0,0.0,['짐볼']
0AUDLJ08S_00550.mp4,짐볼에 엎드려서 몸통 젖히기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00550.mp4,70,공통,1.0,0.0,0.0,0.0,0.0,0.0,['짐볼']
0AUDLJ08S_00551.mp4,탄력밴드 어깨 가쪽 돌림,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00551.mp4,67,공통,1.0,0.0,0.0,0.0,0.0,0.0,['밴드']
0AUDLJ08S_00552.mp4,서서 탄력밴드 당겨내리기/올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00552.mp4,84,공통,1.0,0.0,0.0,0.0,0.0,0.0,['밴드']
0AUDLJ08S_00553.mp4,짐볼에 다리 올리고 좌우로 움직이기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00553.mp4,69,공통,1.0,0.0,0.0,0.0,0.0,0.0,['짐볼']
0AUDLJ08S_00554.mp4,네발기기 자세에서 다리 위로 뻗어올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00554.mp4,69,공통,1.0,0.0,0.0,0.0,0.0,0.0,['밴드']
0AUDLJ08S_00555.mp4,팔굽혀펴기-1,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00555.mp4,75,공통,1.0,0.0,0.0,0.0,0.0,0.0,['짐볼']
0AUDLJ08S_00556.mp4,뒤로 팔굽혀펴기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00556.mp4,66,공통,1.0,0.0,0.0,0.0,0.0,0.0,"['벤치', '짐볼', '테이블']"
0AUDLJ08S_00557.mp4,허리 굽혀 팔 뒤로 들기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00557.mp4,77,공통,1.0,0.0,0.0,0.0,0.0,0.0,"['물병', '밴드']"
0AUDLJ08S_00558.mp4,물병 옆으로 들어올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00558.mp4,62,공통,1.0,0.0,0.0,0.0,0.0,0.0,['물병']
0AUDLJ08S_00559.mp4,팔꿈치 굽히기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00559.mp4,71,공통,1.0,0.0,0.0,0.0,0.0,0.0,"['물병', '밴드']"
0AUDLJ08S_00560.mp4,목 굽힘/폄Ⅰ,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00560.mp4,66,공통,1.0,0.0,0.0,0.0,0.0,0.0,[]
0AUDLJ08S_00561.mp4,목 굽힘/폄Ⅱ,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00561.mp4,65,공통,1.0,0.0,0.0,0.0,0.0,0.0,['수건']
0AUDLJ08S_00562.mp4,목 굽힘/폄Ⅲ,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00562.mp4,83,공통,1.0,0.0,0.0,0.0,0.0,0.0,['매트']
0AUDLJ08S_00563.mp4,앉았다 일어서면서 점프하기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00563.mp4,59,공통,0.0,0.0,0.0,0.0,0.5,0.5,[]
0AUDLJ08S_00564.mp4,무릎 높여 제자리 달리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00564.mp4,61,공통,0.0,0.0,0.0,0.0,0.5,0.5,[]
0AUDLJ08S_00565.mp4,옆으로 펀치하기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00565.mp4,47,공통,0.0,0.0,0.0,0.0,0.5,0.5,['덤벨']
0AUDLJ08S_00566.mp4,스텝퍼 오르내리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00566.mp4,53,공통,0.0,0.0,0.0,0.0,0.5,0.5,['스텝퍼']
0AUDLJ08S_00567.mp4,스텝퍼 뛰어서 오르내리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00567.mp4,57,공통,0.0,0.0,0.0,0.0,0.5,0.5,['스텝퍼']
0AUDLJ08S_00568.mp4,스텝퍼 뛰어서 넘어가기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00568.mp4,54,공통,0.0,0.0,0.0,0.0,0.5,0.5,['스텝퍼']
0AUDLJ08S_00569.mp4,스텝퍼 옆으로 뛰어넘기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00569.mp4,56,공통,0.0,0.0,0.0,0.0,0.5,0.5,['스텝퍼']
0AUDLJ08S_00570.mp4,스텝퍼 올라가서 점프하여 착지하기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00570.mp4,56,공통,0.0,0.0,0.0,0.0,0.5,0.5,['스텝퍼']
0AUDLJ08S_00571.mp4,뛰어 내렸다가 바로 점프하기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00571.mp4,61,공통,0.0,0.0,0.0,0.0,0.5,0.5,['벤치']
0AUDLJ08S_00572.mp4,사다리 안팎 뛰기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00572.mp4,54,공통,0.0,0.0,0.0,0.0,0.5,0.5,['사다리']
0AUDLJ08S_00573.mp4,사다리 좌우 뛰기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00573.mp4,46,공통,0.0,0.0,0.0,0.0,0.5,0.5,['사다리']
0AUDLJ08S_00575.mp4,팔 벌려 뛰기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00575.mp4,49,공통,0.0,0.0,0.0,0.0,0.5,0.5,[]
0AUDLJ08S_00576.mp4,버피운동,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00576.mp4,68,공통,0.0,0.0,0.0,0.0,0.5,0.5,[]
0AUDLJ08S_00577.mp4,점프 팔굽혀펴기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00577.mp4,56,공통,0.0,0.0,0.0,0.0,0.5,0.5,[]
0AUDLJ08S_00578.mp4,계단 두발 뛰기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00578.mp4,49,공통,0.0,0.0,0.0,0.0,0.5,0.5,['계단']
0AUDLJ08S_00579.mp4,계단 두 칸씩 두발 뛰기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00579.mp4,50,공통,0.0,0.0,0.0,0.0,0.5,0.5,['계단']
