trng_mscl_nm,rptt_tcnt_nm,file_url,vdo_desc,file_sz,fps_cnt,ftns_lvl_nm,row_num,resolution,tool_nm,aggrp_nm,frme_no,ecrg_cycl_nm,img_file_nm,trng_mscl_zn_nm,fbctn_yr,nope_nm,trng_plc_nm,vdo_len,trng_mscl_part,lang,trng_nm,job_ymd,ftns_fctr_nm,trng_mscl_class,vdo_ttl_nm,snap_tm,trng_hr_nm,file_type_nm,file_nm,trng_mscl_eng_nm,img_file_url,img_file_sn,data_type,set_cnt_nm
"중간볼기근,큰볼기근,배곧은근,넙다리근막긴장근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 사이드 한발 뛰기운동을 설명한 운동처방 가이드 동영상",10561528,29.96,4~5,5367,960*540,,청소년,1567,,0AUDLJ08S_00839_SC_00025.jpeg,"중둔근,대둔근,복직근,대퇴근막장근,대퇴사두근,대퇴이두근,하퇴삼두근",2013,1인 이상,실내/실외,61,"엉덩이,엉덩이,복부,바깥쪽 넓적다리,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,사이드 한발 뛰기,20220922,순발력,"골반의 근,골반의 근,복부의 근,하지의 근,하지의 근,하지의 근,하지의 근",사이드 한발 뛰기,52.285,,mp4,0AUDLJ08S_00839.mp4,"Gluteus Medius,Gluteus Maximus,Rectus Abdominis,Tensor Fasciae Latae,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00839/,22,동영상,
"엉덩허리근,중간볼기근,큰볼기근,넙다리근막긴장근,넙다리네갈래근,넙다리두갈래근,앞정강근,장딴지근",3~6,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 사이드 한발 뛰기운동을 설명한 운동처방 가이드 동영상",10561528,29.96,4~5,5368,960*540,,청소년,1625,2~3,0AUDLJ08S_00839_SC_00026.jpeg,"장요근,중둔근,대둔근,대퇴근막장근,대퇴사두근,대퇴이두근,전경골근,비복근",2013,,실내/실외,61,"앞쪽 골반,엉덩이,엉덩이,바깥쪽 넓적다리,앞쪽 넓적다리,뒤쪽 넓적다리,정강이,종아리",한국어,사이드 한발 뛰기,20220922,순발력,"골반의 근,골반의 근,골반의 근,하지의 근,하지의 근,하지의 근,하지의 근,하지의 근",사이드 한발 뛰기,54.22,,mp4,0AUDLJ08S_00839.mp4,"Iliopsoas,Gluteus Medius,Gluteus Maximus,Tensor Fasciae Latae,Quadriceps Femoris,Biceps Femoris,Tibialis Anterior,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00839/,23,동영상,2~3
"중간볼기근,큰볼기근,배곧은근,넙다리근막긴장근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 사이드 한발 뛰기운동을 설명한 운동처방 가이드 동영상",10561528,29.96,4~5,5369,960*540,,청소년,1799,,0AUDLJ08S_00839_SC_00027.jpeg,"중둔근,대둔근,복직근,대퇴근막장근,대퇴사두근,대퇴이두근,하퇴삼두근",2013,1인 이상,실내/실외,61,"엉덩이,엉덩이,복부,바깥쪽 넓적다리,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,사이드 한발 뛰기,20220922,순발력,"골반의 근,골반의 근,복부의 근,하지의 근,하지의 근,하지의 근,하지의 근",사이드 한발 뛰기,60.026,,mp4,0AUDLJ08S_00839.mp4,"Gluteus Medius,Gluteus Maximus,Rectus Abdominis,Tensor Fasciae Latae,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00839/,24,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5370,960*540,,청소년,1625,,0AUDLJ08S_00840_SC_00022.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,54.22,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,17,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5371,960*540,,청소년,784,,0AUDLJ08S_00840_SC_00011.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,26.159,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,10,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5372,960*540,,청소년,842,,0AUDLJ08S_00840_SC_00012.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,28.094,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,11,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5373,960*540,,청소년,1016,,0AUDLJ08S_00840_SC_00013.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,33.9,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,12,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5374,960*540,,청소년,1045,,0AUDLJ08S_00840_SC_00014.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,34.868,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,13,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5375,960*540,,청소년,1103,,0AUDLJ08S_00840_SC_00015.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,36.803,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,14,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5376,960*540,,청소년,1306,,0AUDLJ08S_00840_SC_00020.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,43.576,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,15,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5377,960*540,,청소년,1567,,0AUDLJ08S_00840_SC_00021.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,52.285,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,16,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5378,960*540,,청소년,30,,0AUDLJ08S_00840_SC_00001.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,1.001,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,1,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5379,960*540,,청소년,360,,0AUDLJ08S_00840_FR_00005.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220922,순발력,,다리 뻗어 점프하기,12.012,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,2,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5380,960*540,,청소년,494,,0AUDLJ08S_00840_SC_00004.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,16.483,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,3,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5381,960*540,,청소년,523,,0AUDLJ08S_00840_SC_00005.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,17.45,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,4,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5382,960*540,,청소년,639,,0AUDLJ08S_00840_SC_00006.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,21.321,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,5,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5383,960*540,,청소년,668,,0AUDLJ08S_00840_SC_00007.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,22.288,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,6,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5384,960*540,,청소년,697,,0AUDLJ08S_00840_SC_00008.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,23.256,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,7,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5385,960*540,,청소년,726,,0AUDLJ08S_00840_SC_00009.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,24.224,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,8,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 다리 뻗어 점프하기운동을 설명한 운동처방 가이드 동영상",10378871,29.96,4~5,5386,960*540,,청소년,755,,0AUDLJ08S_00840_SC_00010.jpeg,,2013,1인 이상,실내/실외,61,,한국어,다리 뻗어 점프하기,20220921,순발력,,다리 뻗어 점프하기,25.191,,mp4,0AUDLJ08S_00840.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00840/,9,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5387,960*540,박스,청소년,30,,0AUDLJ08S_00841_SC_00001.jpeg,,2013,1인 이상,실내,66,,한국어,양발 점프 착지하기(박스),20220926,순발력,,양발 점프 착지하기,1.001,,mp4,0AUDLJ08S_00841.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,1,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5388,960*540,박스,청소년,494,,0AUDLJ08S_00841_SC_00004.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실내,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,16.483,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,2,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5389,960*540,박스,청소년,581,,0AUDLJ08S_00841_SC_00005.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실내,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,19.386,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,3,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5390,960*540,박스,청소년,784,,0AUDLJ08S_00841_SC_00007.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실내,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,26.159,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,4,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5391,960*540,박스,청소년,929,,0AUDLJ08S_00841_SC_00009.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실내,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,30.997,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,5,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5392,960*540,박스,청소년,1132,,0AUDLJ08S_00841_SC_00013.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실내,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,37.771,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,6,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5393,960*540,계단,청소년,1190,,0AUDLJ08S_00841_SC_00014.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실외,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,39.706,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,7,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5394,960*540,박스,청소년,1277,,0AUDLJ08S_00841_SC_00015.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실내,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,42.609,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,8,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5395,960*540,박스,청소년,1422,,0AUDLJ08S_00841_SC_00018.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실내,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,47.447,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,9,동영상,
"볼기근,넙다리네갈래근,넙다리두갈래근,모음근,장딴지근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 양발 점프 착지하기운동을 설명한 운동처방 가이드 동영상",11302666,29.96,1~2,5396,960*540,박스,청소년,1567,,0AUDLJ08S_00841_SC_00020.jpeg,"둔근,대퇴사두근,대퇴이두근,내전근,비복근",2013,1인 이상,실내,66,"엉덩이,앞쪽 넓적다리,뒤쪽 넓적다리,안쪽 넓적다리,종아리",한국어,양발 점프 착지하기(박스),20220926,순발력,"골반의 근,하지의 근,하지의 근,하지의 근,하지의 근",양발 점프 착지하기,52.285,,mp4,0AUDLJ08S_00841.mp4,"Gluteal,Quadriceps Femoris,Biceps Femoris,Adductors,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00841/,10,동영상,
,,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5397,960*540,박스,청소년,30,,0AUDLJ08S_00842_SC_00001.jpeg,,2013,1인 이상,실내,53,,한국어,점프 후 버티기(박스),20220923,순발력,,점프 후 버티기,1.001,,mp4,0AUDLJ08S_00842.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,1,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5398,960*540,박스,청소년,407,,0AUDLJ08S_00842_SC_00003.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,13.58,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,2,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5399,960*540,박스,청소년,581,,0AUDLJ08S_00842_SC_00006.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,19.386,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,3,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5400,960*540,박스,청소년,639,,0AUDLJ08S_00842_SC_00008.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,21.321,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,4,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5401,960*540,박스,청소년,697,,0AUDLJ08S_00842_SC_00009.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,23.256,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,5,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5402,960*540,박스,청소년,726,,0AUDLJ08S_00842_SC_00010.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,24.224,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,6,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5403,960*540,박스,청소년,871,,0AUDLJ08S_00842_SC_00012.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,29.062,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,7,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5404,960*540,박스,청소년,900,,0AUDLJ08S_00842_SC_00013.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,30.03,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,8,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5405,960*540,박스,청소년,958,,0AUDLJ08S_00842_SC_00014.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,31.965,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,9,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5406,960*540,박스,청소년,1016,,0AUDLJ08S_00842_SC_00015.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,33.9,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,10,동영상,
"넙다리곧은근,넙다리두갈래근,앞정강근",,http://openapi.kspo.or.kr/web/video/,"청소년 순발력 운동 중, 점프 후 버티기운동을 설명한 운동처방 가이드 동영상",9206854,29.96,3,5407,960*540,박스,청소년,1335,,0AUDLJ08S_00842_SC_00022.jpeg,"대퇴직근,대퇴이두근,전경골근",2013,1인 이상,실내,53,"앞쪽 넓적다리,뒤쪽 넓적다리,정강이",한국어,점프 후 버티기(박스),20220923,순발력,"하지의 근,하지의 근,하지의 근",점프 후 버티기,44.544,,mp4,0AUDLJ08S_00842.mp4,"Rectus Femoris,Biceps Femoris,Tibialis Anterior",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00842/,11,동영상,
